text,language,None,Economic,Capacity and Resources,Morality,Fairness and Equality,"Legality, Constitutionality, Jurisdiction",Policy Prescription and Evaluation,Crime and Punishment,Security and Defense,Health and Safety,Quality of Life,Cultural Identity,Public Sentiment,Political,External Regulation and Reputation,Other
"""Dang! They did it!"" Middleton, who is in her mid-70s, exulted about the time that gay couples began saying ""I do"" at courthouses across the state. ""We are staggered.""
",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAME-SEX COUPLES SWAMP FRISCO CITY HALL,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Third, if the Baltimore Ravens will at any point trade for Mr. Kluwe, I promise to double-down on my season tickets and purchase a second pair of seats.",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Critics Try to Break Up Domestic Partners Bill
",en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Marriages by couples ring true,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"resident's feelings about that.
",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Diane Pardoe, of Lawrenceville, was one of thousands of Georgians who voted in favor of the amendment and rejoiced at its passage. She said she felt strongly about the issue and had brought it up in prayer groups and other Christian groups.",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bill Blass Onstage: Does the Suit Fit?,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Reactions on the president's announcement,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Civil rights,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"The Roman Catholic archbishops of Washington and Baltimore and the bishop of Wilmington said in a statement that they take ""strong exception"" to the decision.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Former Chief U.S. District Judge Vaughn Walker, after holding an unprecedented trial in early 2010, found Proposition 8 violates the federal equal protection rights of same-sex couples.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gay Marriage in Oregon,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Family guy with a cause,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Future Is Murky for Couples Married in One State and Living in Another,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"In the weeks leading up to Election Day, Joseph Smith asked his partner of 24 years what he wanted to do if Maryland voters approved same-sex marriage.",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"San Francisco U.S. District Judge Jeffrey White is set to hear Golinski's case in mid-December, pushing it near the front of the line in lawsuits around the country challenging DOMA. And, significantly, the Obama administration, which has abandoned defense of the law, will appear in court to side with Golinski.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gay Marriage Ban Fails in Md,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"A Badger Poll of 510 adults conducted via telephone Dec. 2-9 in the state showed 62 percent of those responding disapproved of allowing homosexuals to marry members of the same gender, while 30 percent approved",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A federal judge's ruling on Friday afternoon striking down Utah's ban on same-sex marriages touched off what Mayor Ralph Becker called a ''thrilling pandemonium.'',en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Enrollment falls in line with that of other area agencies offering benefits to domestic partners.,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
 would try to reverse the course of social history that has unfolded over the past decade.,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"America's shift in attitude toward gays started in the workplace
",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"But as a Californian who supports gay marriage, I think the decision was groundbreaking. It felt powerful -- and liberating.
",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Supreme Court may be the ultimate interpreter of the rules,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
McNulty set trend aside,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The proposal before the city council Wednesday would serve  both practical and symbolic purposes.,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Daley Backs Marriage for Gays in Chicago,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Marriage Equality,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pastor wants meeting on Methodists' gay divide,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gay marriage landmark? Minnesota pastor who conducted 1971 ceremony thinks so
",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The benefits include medical and dental coverage, optional life insurance and short-term disability benefits. Bereavement leave and family medical leave are effective immediately, Delta said in a memo to employees Thursday.",en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"New Jersey, the fifth state to recognize same-sex relationships in some form, gives couples who register several legal rights, including the ability to make medical decisions for each other and to share in certain benefits.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
D.C. Council Votes To Recognize Gay Nuptials Elsewhere,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Online forums on gay marriage, Mideast",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Some Republicans saw in Herring the height of hypocrisy since he won his election largely by criticizing the activist tenure of his predecessor, Ken Cuccinelli II (R). They said Herring was taking the law into his own hands for liberal ends just as Cuccinelli's critics claimed he had done to advance a conservative agenda.
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"costing the sheriff's office about $36,000 in premiums, sheriff's officials said.",en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 perhaps changing forever the definition of the American family. ,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"But certainly I think during my tenure I would like to see people get the respect they deserve, regardless of whom they love.""",en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Middleton and Kenny, who have been together for 48 years, raised children in Virginia and pursued their careers, working hard and living quietly, always careful about revealing their relationship to anyone.
",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Emory chapel-use dispute lingers,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Campaign Windfall for 4 Republicans Who Voted for Same-Sex Marriage,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"""We are trying to advocate equality in the domestic partner concept,"" said Foray's lawyer, Linda Cronin.
",en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"A United Methodist Church appeals committee -- a nine-member panel made up of laypeople and clergy members -- said Tuesday that it had decided to overturn the ouster of the Rev. Frank Schaefer, who with three gay children and a determination to celebrate their relationships has become an unexpected champion of gay men and lesbians in church life.
",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Since the Vermont Supreme Court ruled in December that committed gay couples should receive the same rights and benefits as straight spouses,",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Texas Showdown Over Same-Sex Marriage,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Assembly bill sponsor Daniel O'Donnell called on the Senate to show the same ""courage"" his chamber has in passing the bill three times in recent years.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BOARD REJECTS STUDY OF PARTNER BENEFITS,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Liberal groups in Wisconsin are bracing for a fight over contraception coverage under Medicaid. Battle lines are being drawn over sex education in North Carolina. And conservatives in several states intend to try to limit the ability of private insurers to cover abortions.,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Gay marriage equality box spreads on social media
",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"In U.S. v. Windsor, lawyers hired by congressional Republicans after the Obama administration refused to appeal are asking the court to reject a federal court judgment against the 1996 Defense of Marriage Act, which bars marriage rights for gay couples.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Public approves of gay-marriage rulings
",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
California Sets June 17 for Same-Sex Marriage Licenses,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
City eyes domestic-partner benefits,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Victory for Equality and Justice,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""The issue is equality,""",en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"It is hard to know what one may expect to learn about gay marriage, or any kind of marriage, from a wealthy Republican couple drawn, with Mr. Rudnick's customary impishness, from the pages of W. Tibby McCullough and her perpetually self-regarding lawyer husband, Jack, could be William and Pat Buckley. Or Tommy Kempner and his late wife, Nan, the Nouvelle Society hostess who never had an unkind thing to say about anyone -- well, almost no one.",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
St. Paul Lutherans vote to oppose November marriage amendment,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
 political ,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mayor Gavin Newsom,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HIZZONER VOWS HE'LL HONOR GAY MARRIAGE,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BEFORE HE CHANGED HIS STANCE ON GAY MARRIAGE, CHARLIE CRIST SAYS HE ALWAYS SUPPORTED CIVIL UNIONS",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Interracial marriage. A 2011 USA TODAY/Gallup poll found  86% approved, compared with 48% of Americans in 1991.
",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The hearings will involve two challenges to existing laws. Today, the justices will hear arguments on whether California's ban of same-sex marriage, passed by voters in 2008 and known popularly as Proposition 8, violates the constitutional rights of gays and lesbians. A federal appeals court has ruled the law unconstitutional, but voters who supported Proposition 8 are challenging that ruling.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 national political stage for the time being,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Hours later, lawmakers in neighboring New Hampshire also voted to allow gay marriage and sent a bill to Gov. John Lynch. The Democrat, who opposes allowing gays to marry, has not said if he would sign it.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The ongoing battle over redefinition of marriage threatens to shatter a long-standing, popular approach to personal faith and biblical morality.

For several generations, most Americans have embraced what could be described as the Goldilocks attitude toward religion: affirming faith choices that seemed not too soft but not too hard, not too hot but not too cool. Majorities viewed easy-going moderation and comforting compromise as the religious path that counted as ""just right.""

Conservative Judaism -- the ""middle branch"" of the ancient faith -- always exemplified the ""Goldilocks"" orientation with its emphasis on the ""sweet spot"" between stringencies of Orthodox observance and the anything-goes adaptability of Reform. But just before Passover, the Conservative movement's  flagship institution, The Jewish Theological Seminary (JTS), announced a controversial decision highlighting the painful contradictions of middle way religions.

Following the findings  of an expert panel filed last December, JTS signaled its intention to accept openly gay candidates for the rabbinate and to raise no objection to their involvement in same-sex commitment ceremonies.  For a movement that still stresses time-honored standards of Sabbath observance and kosher food, this represents a stunning break with tradition. A spiritual leader proudly, publicly promoting consumption of pork would never fit in with the Conservative rabbinate, but this same denomination now will sanction rabbis who call unblushing communal attention to their personal practice of sexual relations that the Torah describes as ""abomination.""
",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Anti-gay marriage amendment dies in Senate,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ruling on Same-Sex Marriage May Help Resolve Status of Divorce,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Redefining same-sex 'marriage',en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The Feb. 10 Commentary article by lesbian Amy Adams Squire Strongheart was the most ridiculous theology I have ever read. Her delusion that the term ""eunuch"" could possibly mean gay - thus affirmed by Jesus - is absurd. It is not a point of biblical interpretation; it is simply garbage theology.

The Holy Scriptures do clearly state that homosexuals are people of a depraved mind (Romans 1), so this would explain her interpretation and the fact that this blasphemy was allowed in the Post-Dispatch. Homosexuality is condemned by God and will only yield death and eternal damnation for these people. Homosexuals need to confess their sins and receive forgiveness, not attempt to rationalize it with nonsense theology.

It is time for Christians to offer tough love to a people who have a life expectancy on this Earth of less than 40 years, and an eternal life in hell. The homosexual lifestyle is a ticket to destruction.  Rev. Dale J. Pritchard Hillsboro, Ill.  Amy Adams Squire Strongheart's Feb. 10 Commentary article about same-sex marriages made a case to prove homosexuality is affirmed in the Bible. She is wrong again. The eunuchs the book of Matthew 19:4-12 is referring to are men who were castrated by other men as a punishment or converted men of a pagan religion priesthood or men born impotent. Never, in any case, does it describe the gay lifestyle.  Theo Parmer Sr.  Florissant For some time, I have been following the obvious overexposure of the sexual orientation of Amy Adams Squire Strongheart in the Post-Dispatch. I have been trying to determine what purpose the paper has in publishing these outlandish articles by an avowed lesbian. I now realize that succeeding articles have become nothing more than succes de scandale.
",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The Baltimore-Washington Conference of the United Methodist Church narrowly approved a groundbreaking same-sex marriage resolution Saturday, setting the stage for a high-stakes vote on the matter at the national conference next year.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Backtrack Time,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mr. Olson's question came during one of several attention-grabbing moments on the first day of the trial here on the constitutionality of Proposition 8, California's voter-approved ban on same-sex marriage. It is a case that is expected to feature three weeks of evidence, experts and -- if Monday was an indication -- emotionally charged testimony on everything from the nature of gay sexuality to the nature of a romantic same-sex marriage proposal.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"If the bill clears the Senate, it would move to the House - traditionally the more liberal of the two chambers on social policy. Sponsors say they are confident they can secure a majority there.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 Several of the celebrities scheduled to attend next month's benefit for Maryland appeared in a New York ad campaign that served as a model for one in the Free State during the legislative debate.,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
New push for change on same-sex marriage in Pa.,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
" discriminate against gays and lesbians.
",en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Don't be spiteful"" and ""Don't hold grudges,"" are as much for you personally as guidelines to get along with your children's other parent -- especially if you feel betrayed and want revenge. Those feelings are understandable, but they clog your brain and your heart and prevent you from moving on.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"
On April 3, the Iowa justices upheld a lower court ruling that rejected a state law restricting marriage to opposite-sex couples. With the decision, Iowa joins Massachusetts and Connecticut in allowing same-sex marriages. A Vermont law legalizing gay marriage will take effect in September.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pacquiao Is Put on Defensive Over Same-Sex Marriage View,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Gruenhagen's comments come just one day before debate over legalizing same-sex marriage has its first hearings in the House and the Senate.
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
N.J. same-sex marriages can begin,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Californians overwhelmingly banned gay marriage,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Floridians pour out their feelings in thousands of letters and phone calls.,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"
LET GOD BE THE JUDGE",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MINNESOTA DELEGATION COLEMAN FOR AMENDMENT TO BAN GAY MARRIAGES,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Witnessing a historic moment is such an odd and exhilarating thing. It is hard to register the full scope of it because you are chest deep in it.
",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Debating the meaning of marriage,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GAY-RIGHTS GROUPS MOBILIZE,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pension Benefits For Some Same-Sex Partners,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Christianity and the debate over civil unions,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Federal appeals court strikes down Oklahoma's gay-marriage ban,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 in response to a Hawaii court finding that the state was denying civil rights in not allowing same-sex couples to marry.,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Even putting aside the Court's ruling last week, it's worth remembering that 29 states still have a ban on same-sex marriage.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Parents are best suited to raise children, and marriage is the best arrangement for parents to perform this essential task.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
State: Domestic benefits promote illegal relationships,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sunday Dialogue: Rethinking Marriage,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Should Our Daughters Come to Our (Gay) Wedding?,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Renee Currie and Shari Roll, both of Madison, were first in line at the county courthouse in Madison and were married on the street just a block from the Capitol. In Milwaukee, about 75 people cheered as two men were married in the hallway outside the clerk's office at the county courthouse.
",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NEW JERSEY DAILY BRIEFING,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
decided Friday on the flight west to marry. ,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Opposition to gay marriage hits a low
",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Many Successful Gay Marriages Share an Open Secret,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"An almost happy ending for the story of marriage equality
",en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Decades ago, the U.S. Supreme Court would wind up its term each summer in relatively obscure fashion compared with the Internet microscope trained on its decisions today.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 But amending the Massachusetts Constitution is a multiyear process,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
" ""I think we should be allowing gay couples the joy and stability of marriage.""",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LETTERS TO THE EDITOR : GAY MARRIAGE CRITICISM IS FULL OF STEREOTYPES,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"With hearing, marriage question one step closer to high court
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
In Search of Syntax On Gay Marriage,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The plan had tentative approval Wednesday by most members of  the city's Safety and Personnel Committee except Councilman Ted  Hackworth, who said it 'doesn't make sense.'",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
THE OBAMETER: IN THE WORKS,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"In 23-page a ruling issued Wednesday, U.S. District Judge John G. Heyburn II concluded that the government may define marriage and attach benefits to it, but cannot ""impose a traditional or faith-based limitation"" without a sufficient justification for it.""
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The couple drifted past mannequins modeling crisp tuxedos, elegant top hats and white gowns. They examined special wedding cake decorations adapted for gay couples: Instead of the traditional man in black and woman in white, the cake figurines had two grooms. Or two brides.",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Understanding the values vote,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The gay and immigration organizations are joining forces on the marriage issue, hoping to capitalize on political momentum they gained from the elections, when gay, Latino and immigrant voters turned out overwhelmingly in support of  Mr. Obama.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
It passed easily in the Legislature,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Republican leaders to cope, in bright daylight, with something they'd rather handle discreetly: the balance between placating their conservative base and attracting centrist voters crucial in presidential elections.
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
" ""The constitution is one of the documents that draws up the fundamental aspects of our society. Marriage needs to be in there as one of those fundamental aspects.""",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Brown, couples urge speedy return to gay marriages",en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GAY RIGHTS FESTIVAL: Rainbows amid rain,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The California Supreme Court heard arguments last week over whether private country clubs can refuse spousal discounts to lesbian couples who by law cannot marry.,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"That prompted attacks from the state's leading gay-rights advocate, who said Mr. Corzine expressed support for same-sex marriage to a gay audience two weeks ago and had repeatedly done so during his 2000 primary campaign for the United States Senate.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Elusive Equality,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"After a 10-day Provincetown honeymoon in May 2004, McCary and Sullivan came home to wedding gifts on their front porch.",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Falcon Heights has become the latest Minnesota city to approve a domestic partnership registry as the state moves closer to voting next year on a constitututional ban on same-sex marriage.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The above map shows states where either Democrats or Republicans hold both the governor's office and have a majority in the state legislature. The ""after the midterm"" map shows what states will look like when lawmakers take office next year.
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Sandack received financial support from Paul Singer, the billionaire hedge fund manager protecting Republicans who support gay marriage with his pocketbook. Singer donated to Sandack's campaign and also gave thousands more to Illinois Unity PAC, which supported Sandack.
",en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In Conservative Wyoming, Signs Of a Thaw on Same-Sex Marriage
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
stressing the importance of public officials' obeying even those laws that they consider unjust.,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Spitzer and New Paltz Mayor Meet About Gay Marriages,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hawaii positioned to pass same-sex civil unions,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Big Test for Gay Marriage,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dozens of Gay Couples Marry in San Francisco Ceremonies,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"No one is boosted higher by tearing someone else down. Our greatest living poet, Maya Angelou, says, ""We are more alike than we are not alike."" Jesus said, ""Love thy neighbor as thyself"" - powerful words of wisdom and advice.  Far more worthy to follow than those of little people who seek to keep us  divided to their advantage.
",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
What will happen is likely to be very little at all. Couples will marry. Life will go on. Almost no one will care. And that is what scares the opponents most of all.,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
* New York Attorney General Elliot Spitzer has offered an opinion that his state's laws require New York to recognize marriages legally performed in other states.,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"'As goes California, so goes the nation'",en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tyree ready for legal trade,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Now Playing in Senate: A GOP Double Bill,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1996 Defense of Marriage Act bars federal recognition of same-sex marriages and allows states to reject same-sex unions licensed in other states or countries.,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Obama Says Marriage Law Should Be Repealed,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Congregation voices no objections to same-sex union decision,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"He's envisioning a homecoming for gay people who left to marry elsewhere, including across the river in Canada.

""Those gay kids that moved out to be accepted can come back,"" he says. ""New York state is their state. They can come home and be themselves.""",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Same-sex nuptials bill hearing date,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Prop 8 trial could wrap up on June 16,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""We're changing a basic fabric of society.",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Evolving Donor Network in Gay Marriage Drive,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Asked whether the U.S. Constitution would require Georgians to recognize the marriages of gay Iowans if they moved to the state, she first deferred to a lesser document: The state constitution banned gay marriage in 2004.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AMERICANS SPLIT IN POLLS,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Federal benefits at stake in Supreme Court same-sex marriage cases
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
" then automatically expect the kids to line up to welcome this person with open arms is not reasonable, though it may happen over time.",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Obama Expected to Address Gay Marriage,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A CALIFORNIA beauty queen already under fire for injecting politics into the Miss USA pageant announced yesterday she will star in an anti-gay marriage ad.,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Other issues more important,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TOP DONORS ON BOTH SIDES OF GAY-MARRIAGE DEBATE,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The council voted unanimously Thursday to direct City Manager Wayne Cauthen to implement a domestic-partner benefit program by May 1, 2004.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
violate federal laws,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Colorado's highest elected official ,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
California Attorney General asks court to lift gay marriage stay,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
COURT THROWS OUT LAWSUIT ON SAME-SEX MARRIAGE,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A lot of people are responsible for the wave of same-sex weddings sweeping the nation of late,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"With those exemptions, said George Washington University constitutional law professor Ira Lupu on the legal blog Concurring Opinions, ""religious conservatives and secular progressives now have the opportunity to reach political bargains.""
",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"PRESIDENT OBAMA made his strongest argument to date in support of gay marriage, filing a landmark legal brief urging the Supreme Court to strike down California's same-sex marriage ban.
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Activists think timing could set gays back,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Reason enters gay debate,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
New Jersey became the third state to offer civil unions.,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Senate makes exception to allow same-sex vote,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"A majority of New Jersey residents support gay marriage, but residents are far more concerned about the sluggish economy and unemployment, polls show.",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"A little more than six years ago, Wisconsin voters resoundingly approved a same-sex marriage ban, 59 percent to 41 percent.
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Gov. M. Jodi Rell revealed yesterday that she supports the concept of allowing gay and lesbian couples to enter into civil unions, putting an end to questions about where she stands on the issue.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"If Republicans were pro-family, they would support gay unions
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
More work ahead,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
